symbol,period,eps
ESTAR,2025Q3,-0.0039
ESTAR,2025Q2,0.0019
ESTAR,2025Q1,-0.0018
ETC,2026Q1,0.017
ETC,2025Q3,0.19
ETC,2025Q2,0.005
ETC,2025Q1,0.0119
ETE,2026Q1,0.016991
ETE,2025Q3,0.002
ETE,2025Q2,0.004
ETE,2025Q1,0.013109
ETL,2026Q1,-0.021
ETL,2025Q3,0.018
ETL,2025Q2,0.035
ETL,2025Q1,0.021
EURO,2026Q1,0.15
EURO,2025Q3,0.13
EURO,2025Q2,0.12
EURO,2025Q1,0.11
EVER,2026Q1,-0.020848
EVER,2025Q3,0.0211
EVER,2025Q2,-0.0188
EVER,2025Q1,-0.021536
FANCY,2026Q1,-0.003
FANCY,2025Q3,0.0001
FANCY,2025Q2,-0.0018
FANCY,2025Q1,-0.0022
FE,2026Q1,-0.34
FE,2025Q3,3.77
FE,2025Q2,2.66
FE,2025Q1,-0.66
FLOYD,2026Q1,0.031
FLOYD,2025Q3,0.123
FLOYD,2025Q2,0.048
FLOYD,2025Q1,0.013
FM,2026Q1,0.209
FM,2025Q3,0.174
FM,2025Q2,0.19
FM,2025Q1,0.195
FMT,2026Q1,0.95
FMT,2025Q3,-1.04
FMT,2025Q2,-0.3
FMT,2025Q1,0.48
FN,2026Q1,-0.011
FN,2025Q3,-0.015
FN,2025Q2,-0.021
FN,2025Q1,-0.014
FNS,2026Q1,-0.2
FNS,2025Q3,-0.38
FNS,2025Q2,-0.23
FNS,2025Q1,-0.35
FORTH,2026Q1,0.179
FORTH,2025Q3,0.44
FORTH,2025Q2,0.131
FORTH,2025Q1,0.065
FPI,2026Q1,0.04
FPI,2025Q3,0.07
FPI,2025Q2,0.04
FPI,2025Q1,0.05
FPT,2026Q1,0.55
FPT,2025Q4,0.14
FPT,2025Q2,0.27
FPT,2025Q1,0.1
FPT,2024Q4,0.14
FSMART,2026Q1,0.18
FSMART,2025Q3,0.19
FSMART,2025Q2,0.21
FSMART,2025Q1,0.2
FSX,2026Q1,-0.08
FSX,2025Q3,-0.06
FSX,2025Q2,-0.11
FSX,2025Q1,-0.08
FTE,2026Q1,0.07
FTE,2025Q3,0.05
FTE,2025Q2,0.05
FTE,2025Q1,0.05
FTI,2026Q1,-0.11
FTI,2025Q3,0.0279
FTI,2025Q2,0.03
FTI,2025Q1,0.02
FTREIT,2026Q1,0.210548
FTREIT,2025Q4,0.186969
FTREIT,2025Q2,0.24976
FTREIT,2025Q1,0.272083
FTREIT,2024Q4,0.192717
FUTURERT,2026Q1,0.353682
FUTURERT,2025Q3,0.201586
FUTURERT,2025Q2,0.279591
FUTURERT,2025Q1,0.244664
FVC,2026Q1,-0.008
FVC,2025Q3,0.0131
FVC,2025Q2,0.0108
FVC,2025Q1,0.025
GABLE,2026Q1,0.12
GABLE,2025Q3,0.16
GABLE,2025Q2,0.11
GABLE,2025Q1,-0.01
GAHREIT,2026Q1,-0.775265
GAHREIT,2025Q3,0.169949
GAHREIT,2025Q2,0.172074
GAHREIT,2025Q1,-0.3609
GBX,2025Q3,0.0879
GBX,2025Q2,-0.0039
GBX,2025Q1,-0.0132
GC,2026Q1,0.19
GC,2025Q3,0.13
GC,2025Q2,0.11
GC,2025Q1,0.12
GCAP,2026Q1,-0.013
GCAP,2025Q3,-0.008
GCAP,2025Q2,0.003
GCAP,2025Q1,0.0003
GEL,2026Q1,-0.01042
GEL,2025Q3,-0.0131
GEL,2025Q2,-0.01549
GEL,2025Q1,-0.00961
GENCO,2026Q1,0.009
GENCO,2025Q3,0.012
GENCO,2025Q2,0.0
GENCO,2025Q1,0.005
GFC,2025Q3,0.03
GFC,2025Q2,0.03
GFC,2025Q1,0.03
GFPT,2026Q1,0.41
GFPT,2025Q3,0.57
GFPT,2025Q2,0.51
GFPT,2025Q1,0.51
GGC,2026Q1,0.09
GGC,2025Q3,-0.38
GGC,2025Q2,-0.16
GGC,2025Q1,-0.2
GJS,2026Q1,-0.003
GJS,2025Q3,-0.01
GJS,2025Q2,-0.012
GJS,2025Q1,-0.012
GLAND,2026Q1,0.017
GLAND,2025Q3,0.019
GLAND,2025Q2,0.019
GLAND,2025Q1,0.016
GLOBAL,2025Q3,0.070007
GLOBAL,2025Q2,0.092861
GLOBAL,2025Q1,0.115329
GLORY,2026Q1,-0.02
GLORY,2025Q3,-0.02
GLORY,2025Q2,-0.02
GLORY,2025Q1,-0.01
GPI,2026Q1,0.28
GPI,2025Q3,-0.1
GPI,2025Q2,0.09
GPI,2025Q1,0.26
GPSC,2026Q1,0.61
GPSC,2025Q2,0.72
GPSC,2025Q1,0.4
GRAMMY,2026Q1,0.15
GRAMMY,2025Q3,-0.14
GRAMMY,2025Q2,-0.003
GRAMMY,2025Q1,0.13
GRAND,2026Q1,-0.025
GRAND,2025Q3,-0.037
GRAND,2025Q2,-0.03
GRAND,2025Q1,-0.011
GREEN,2026Q1,0.011
GREEN,2025Q3,0.009
GREEN,2025Q2,-0.008
GREEN,2025Q1,-0.031
GROREIT,2026Q1,0.251981
GROREIT,2025Q3,0.217717
GROREIT,2025Q2,0.211298
GROREIT,2025Q1,0.175644
GSTEEL,2026Q1,-0.0070523144611536
GSTEEL,2025Q4,-0.0081532824292151
GSTEEL,2025Q3,-0.016035058062729
GSTEEL,2025Q2,-0.013986269366809
GSTEEL,2025Q1,-0.0158008623885172
GTB,2026Q1,0.0123
GTB,2025Q3,0.0198
GTB,2025Q2,0.0195
GTB,2025Q1,0.0234
GTV,2026Q1,0.0005
GTV,2025Q3,-0.0002
GTV,2025Q2,0.0006
GTV,2025Q1,0.0011
GULF,2026Q1,0.61
GULF,2025Q3,0.49
GULF,2025Q2,4.28
GULF,2025Q1,0.46
GUNKUL,2026Q1,0.05
GUNKUL,2025Q3,0.05
GUNKUL,2025Q2,0.06
GUNKUL,2025Q1,0.04
GVREIT,2026Q1,0.238503
GVREIT,2025Q4,0.208736
GVREIT,2025Q2,0.240517
GVREIT,2025Q1,0.245577
GVREIT,2024Q4,0.250187
GYT,2026Q1,4.173514
GYT,2025Q3,11.89
GYT,2025Q2,7.14
GYT,2025Q1,13.08
HANA,2026Q1,0.12
HANA,2025Q3,0.02
HANA,2025Q2,0.0
HANA,2025Q1,0.54
HANN,2026Q1,0.003
HANN,2025Q3,0.007
HANN,2025Q2,0.000841
HANN,2025Q1,0.036064
HARN,2026Q1,0.06
HARN,2025Q3,0.04
HARN,2025Q2,0.04
HARN,2025Q1,0.03
HENG,2026Q1,0.02
HENG,2025Q3,0.002
HENG,2025Q2,0.003
HENG,2025Q1,0.01
HFT,2026Q1,0.105281
HFT,2025Q3,0.02
HFT,2025Q2,0.04
HFT,2025Q1,0.117967
HL,2026Q1,0.07
HL,2025Q3,0.05
HL,2025Q2,0.06
HL,2025Q1,0.08
HMPRO,2026Q1,0.11
HMPRO,2025Q2,0.11
HMPRO,2025Q1,0.13
HPT,2025Q3,0.005
HPT,2025Q2,0.005
HPT,2025Q1,0.007
HTC,2026Q1,0.493
HTC,2025Q3,0.326
HTC,2025Q2,0.355
HTC,2025Q1,0.453
HTECH,2026Q1,0.076044
HTECH,2025Q3,0.12
HTECH,2025Q2,0.08
HTECH,2025Q1,0.081796
HUMAN,2026Q1,0.09
HUMAN,2025Q3,0.09
HUMAN,2025Q2,0.1
HUMAN,2025Q1,0.09
HYDRO,2026Q1,-0.020888
HYDRO,2025Q3,0.02525
HYDRO,2025Q2,0.003
HYDRO,2025Q1,6.3e-05
HYDROGEN,2026Q1,0.181104
HYDROGEN,2025Q3,0.172978
HYDROGEN,2025Q2,0.173281
HYDROGEN,2025Q1,0.171548
I2,2026Q1,0.015
I2,2025Q3,0.0006
I2,2025Q2,-0.0064
I2,2025Q1,0.002
ICC,2026Q1,0.27
ICC,2025Q3,-0.03
ICC,2025Q2,0.38
ICC,2025Q1,1.21
ICHI,2026Q1,0.220443
ICHI,2025Q3,0.28
ICHI,2025Q2,0.31
ICHI,2025Q1,0.19
ICN,2026Q1,0.09
ICN,2025Q3,0.04
ICN,2025Q2,0.04
ICN,2025Q1,0.04
IDG,2026Q1,0.01
IDG,2025Q1,0.054352
IFS,2026Q1,0.032029
IFS,2025Q3,0.09
IFS,2025Q2,0.08
IFS,2025Q1,-0.031215
IHL,2026Q1,0.03
IHL,2025Q3,0.03
IHL,2025Q2,0.08
IHL,2025Q1,0.08
IIG,2026Q1,-0.13
IIG,2025Q3,-0.38
IIG,2025Q2,-0.32
IIG,2025Q1,-0.83
III,2026Q1,0.1224
III,2025Q3,0.1317
III,2025Q2,0.0952
III,2025Q1,0.1389
ILINK,2026Q1,0.14
ILINK,2025Q3,0.16
ILINK,2025Q2,0.12
ILINK,2025Q1,0.17
ILM,2026Q1,0.37
ILM,2025Q3,0.36
ILM,2025Q2,0.35
ILM,2025Q1,0.43
IMH,2026Q1,0.1252
IMH,2025Q3,-0.1707
IMH,2025Q2,-0.35
IMH,2025Q1,0.033
IMPACT,2025Q4,0.266265
IMPACT,2025Q3,0.131745
IMPACT,2025Q2,0.242743
IMPACT,2024Q4,0.187219
IND,2026Q1,0.02
IND,2025Q3,0.07
IND,2025Q2,0.09
IND,2025Q1,0.06
INET,2026Q1,0.138
INET,2025Q3,0.057
INET,2025Q2,0.114
INET,2025Q1,0.067
INETREIT,2026Q1,0.277673
INETREIT,2025Q3,0.260341
INETREIT,2025Q2,0.269185
INETREIT,2025Q1,0.253031
INGRS,2025Q4,-0.175
INGRS,2025Q3,0.0656
INGRS,2025Q2,-0.0443
INGRS,2024Q4,0.018
INOX,2026Q1,0.126
INOX,2025Q3,0.05
INOX,2025Q2,0.058
INOX,2025Q1,-0.153
INSET,2026Q1,0.05
INSET,2025Q3,0.02
INSET,2025Q2,0.01
INSET,2025Q1,0.01
INSURE,2026Q1,-10.18
INSURE,2025Q3,8.24
INSURE,2025Q2,2.96
INSURE,2025Q1,-10.59
IP,2026Q1,0.0591
IP,2025Q3,0.072
IP,2025Q2,0.0466
IP,2025Q1,0.0422
IRC,2026Q1,0.44
IRC,2025Q4,0.3
IRC,2025Q2,0.33
IRC,2025Q1,0.27
IRC,2024Q4,0.17
IRCP,2026Q1,0.01
IRCP,2025Q3,-0.28
IRCP,2025Q2,-0.02
IRCP,2025Q1,-0.01
IROYAL,2026Q1,0.14
IROYAL,2025Q2,0.17
IROYAL,2025Q1,0.04
IRPC,2026Q1,0.39
IRPC,2025Q2,-0.1
IRPC,2025Q1,-0.06
ISSARA,2026Q1,0.13193407
ISSARA,2025Q4,0.12121994
ISSARA,2025Q3,0.16147337
ISSARA,2025Q2,0.15049503
ISSARA,2025Q1,0.15798669
IT,2026Q1,0.25
IT,2025Q3,0.108
IT,2025Q2,0.134
IT,2025Q1,0.079
ITC,2026Q1,0.29
ITC,2025Q2,0.23
ITC,2025Q1,0.23
ITD,2026Q1,-0.0418
ITD,2025Q3,-0.275
ITD,2025Q2,0.3937
ITD,2025Q1,1.2817
ITEL,2026Q1,0.02
ITEL,2025Q3,-0.03
ITEL,2025Q2,0.01
ITEL,2025Q1,0.02
ITNS,2026Q1,0.03
ITNS,2025Q3,0.06
ITNS,2025Q2,0.04
ITNS,2025Q1,0.03
ITTHI,2026Q1,0.02
ITTHI,2025Q3,0.02
ITTHI,2025Q2,0.028
ITTHI,2025Q1,0.038
IVF,2026Q1,-0.0188
IVF,2025Q3,-0.0083
IVF,2025Q2,-0.0138
IVF,2025Q1,-0.0092
IVL,2026Q1,-0.54
IVL,2025Q3,-0.19
IVL,2025Q2,-0.13
IVL,2025Q1,-0.27
J,2026Q1,-0.042608
J,2025Q3,-0.0779
J,2025Q2,-0.0694
J,2025Q1,-0.020992
JAK,2026Q1,0.055
JAK,2025Q3,0.027
JAK,2025Q2,0.024
JAK,2025Q1,0.007
JAS,2026Q1,-0.088
JAS,2025Q3,0.224
JAS,2025Q2,-0.018
JAS,2025Q1,0.021
JCK,2026Q1,-0.03
JCK,2025Q3,-0.046
JCK,2025Q2,-0.039
JCK,2025Q1,-0.035
JCT,2026Q1,3.08
JCT,2025Q3,2.13
JCT,2025Q2,2.29
JCT,2025Q1,2.57
JDF,2026Q1,0.059
JDF,2025Q3,0.058
JDF,2025Q2,0.014
JDF,2025Q1,0.028
JMART,2026Q1,0.111
JMART,2025Q3,0.056
JMART,2025Q2,0.076
JMART,2025Q1,0.096
JMT,2026Q1,0.17
JMT,2025Q3,0.16
JMT,2025Q2,0.17
JMT,2025Q1,0.23
JPARK,2026Q1,0.08
JPARK,2025Q3,0.03
JPARK,2025Q2,0.05
JPARK,2025Q1,0.06
JR,2026Q1,-0.0056
JR,2025Q3,0.0342
JR,2025Q2,0.029
JR,2025Q1,-0.0013
JSP,2026Q1,0.001
JSP,2025Q3,0.03
JSP,2025Q2,0.06
JSP,2025Q1,0.016
JTS,2026Q1,-0.066
JTS,2025Q3,0.006
JTS,2025Q2,0.003
JTS,2025Q1,0.155
JUBILE,2026Q1,0.2
JUBILE,2025Q3,0.1
JUBILE,2025Q2,0.1
JUBILE,2025Q1,0.15
K,2026Q1,0.01
K,2025Q3,0.017
K,2025Q2,-0.087
K,2025Q1,0.02
KAMART,2026Q1,0.135715
KAMART,2025Q3,0.142
KAMART,2025Q2,0.114
KAMART,2025Q1,0.155
KASET,2026Q1,-0.0751
KASET,2025Q3,-0.0586
KASET,2025Q2,-0.0571
KASET,2025Q1,-0.0602
KBANK,2026Q1,6.24
KBANK,2025Q3,5.35
KBANK,2025Q2,5.27
KBANK,2025Q1,5.67
KBS,2026Q1,0.88
KBS,2025Q3,-0.07
KBS,2025Q2,0.52
KBS,2025Q1,1.06
KC,2026Q1,-0.005
KC,2025Q3,-0.004
KC,2025Q2,-0.0038
KC,2025Q1,-0.004
KCAR,2026Q1,0.18
KCAR,2025Q3,0.2
KCAR,2025Q2,0.18
KCAR,2025Q1,0.2
KCC,2026Q1,0.43
KCC,2025Q3,0.03
KCC,2025Q2,0.16
KCC,2025Q1,0.02
KCE,2026Q1,0.2
KCE,2025Q3,0.25
KCE,2025Q2,0.15
KCE,2025Q1,0.19
KCG,2026Q1,0.28
KCG,2025Q3,0.16
KCG,2025Q2,0.18
KCG,2025Q1,0.22
KCM,2026Q1,0.003984
KCM,2025Q3,-0.0114
KCM,2025Q2,-0.0049
KCM,2025Q1,-0.003808
KDH,2026Q1,2.42
KDH,2025Q3,2.41
KDH,2025Q2,2.03
KDH,2025Q1,2.09
KGEN,2026Q1,-0.025105
KGEN,2025Q3,-0.02
KGEN,2025Q2,-0.041
KGEN,2025Q1,-0.022
KGI,2026Q1,0.16
KGI,2025Q3,0.18
KGI,2025Q2,0.07
KGI,2025Q1,0.1
KIAT,2026Q1,0.0042
KIAT,2025Q3,0.0016
KIAT,2025Q2,0.0055
KIAT,2025Q1,0.0061
KISS,2026Q1,0.08
KISS,2025Q3,0.1
KISS,2025Q2,0.04
KISS,2025Q1,0.06
KJL,2026Q1,0.110666
KJL,2025Q3,0.17
KJL,2025Q2,0.21
KJL,2025Q1,0.133313
KK,2026Q1,0.03
KK,2025Q3,0.01
KK,2025Q2,0.01
KK,2025Q1,0.01
KKC,2024Q4,-0.234013456
KKP,2026Q1,2.4
KKP,2025Q3,2.02
KKP,2025Q2,1.7
KKP,2025Q1,1.28
KLINIQ,2026Q1,0.55
KLINIQ,2025Q3,0.36
KLINIQ,2025Q2,0.41
KLINIQ,2025Q1,0.39
KOOL,2026Q1,0.005
KOOL,2025Q3,0.003
KOOL,2025Q2,0.001
KOOL,2025Q1,0.012
KPNREIT,2026Q1,0.05005
KPNREIT,2025Q3,0.004389
KPNREIT,2025Q2,-0.056633
KPNREIT,2025Q1,0.032044
KSL,2026Q2,0.071
KSL,2026Q1,0.027
KSL,2025Q3,0.006
KSL,2025Q2,0.033
KSL,2025Q1,0.027
KTB,2026Q1,0.89
KTB,2025Q3,1.05
KTB,2025Q2,0.8
KTB,2025Q1,0.84
KTBSTMR,2026Q1,0.171546
KTBSTMR,2025Q3,0.075907
KTBSTMR,2025Q2,0.147791
KTBSTMR,2025Q1,0.147244
KTC,2026Q1,0.84
KTC,2025Q3,0.76
KTC,2025Q2,0.73
KTC,2025Q1,0.72
KTIS,2026Q1,-0.024718
KTIS,2025Q4,-0.16
KTIS,2025Q2,0.097
KTIS,2025Q1,-0.062428
KTIS,2024Q4,-0.26
KTMS,2026Q1,0.0242
KTMS,2025Q3,0.0409
KTMS,2025Q2,0.0328
KTMS,2025Q1,0.0377
KUMWEL,2026Q1,0.09
KUMWEL,2025Q3,0.03
KUMWEL,2025Q2,0.02
KUMWEL,2025Q1,0.03
KUN,2026Q1,-0.003
KUN,2025Q3,-0.004
KUN,2025Q2,0.03
KUN,2025Q1,-0.01
KWC,2026Q1,4.28
KWC,2025Q3,4.23
KWC,2025Q2,3.92
KWC,2025Q1,4.01
KWM,2026Q1,0.009
KWM,2025Q3,0.009
KWM,2025Q2,0.027
KWM,2025Q1,0.037
KYE,2025Q4,14.03
KYE,2025Q3,18.98
KYE,2025Q2,-0.23
KYE,2024Q4,18.63
LALIN,2026Q1,0.08
LALIN,2025Q3,0.11
LALIN,2025Q2,0.14
LALIN,2025Q1,0.1
LANNA,2026Q1,0.336002
LANNA,2025Q3,0.19
LANNA,2025Q2,0.34
LANNA,2025Q1,0.457823
LDC,2026Q1,-0.007479
LDC,2025Q3,-0.0076
LDC,2025Q2,-0.0067
LDC,2025Q1,-0.001917
LEE,2026Q1,0.047
LEE,2025Q3,0.1
LEE,2025Q2,0.09
LEE,2025Q1,0.061
LEO,2026Q1,0.024
LEO,2025Q3,0.007
LEO,2025Q2,0.017
LEO,2025Q1,0.028
LH,2026Q1,0.06
LH,2025Q3,0.07
LH,2025Q2,0.12
LH,2025Q1,0.07
LHFG,2026Q1,0.04
LHFG,2025Q3,0.044
LHFG,2025Q2,0.026
LHFG,2025Q1,0.027
LHHOTEL,2026Q1,0.412453
LHHOTEL,2025Q3,0.386474
LHHOTEL,2025Q2,0.323147
LHHOTEL,2025Q1,0.427201
LHK,2025Q4,0.07
LHK,2025Q3,0.06
LHK,2025Q2,0.07
LHK,2024Q4,0.07
LHRREIT,2026Q1,0.10327
LHRREIT,2025Q3,0.056118
LHRREIT,2025Q2,0.230561
LHRREIT,2025Q1,0.113918
LHSC,2026Q1,0.393299
LHSC,2025Q3,0.58924
LHSC,2025Q2,0.330278
LHSC,2025Q1,0.533305
LIT,2026Q1,0.012
LIT,2025Q3,0.006
LIT,2025Q2,0.007
LIT,2025Q1,0.007
LOXLEY,2026Q1,0.09
LOXLEY,2025Q3,0.06
LOXLEY,2025Q2,0.03
LOXLEY,2025Q1,0.03
LPH,2026Q1,0.05
LPH,2025Q3,0.08
LPH,2025Q2,0.08
LPH,2025Q1,0.05
LPN,2026Q1,0.0003
LPN,2025Q3,0.04
LPN,2025Q2,0.01
LPN,2025Q1,0.01
LRH,2026Q1,2.96
LRH,2025Q3,-1.96
LRH,2025Q2,-0.75
LRH,2025Q1,4.08
LST,2026Q1,0.16
LST,2025Q3,0.22
LST,2025Q2,0.16
LST,2025Q1,0.12
LTMH,2026Q1,-0.03
LTMH,2025Q3,0.04
LTMH,2025Q2,0.04
LTMH,2025Q1,0.01093
LTS,2026Q1,0.05
LTS,2025Q3,-0.007
LTS,2025Q2,0.1
LTS,2025Q1,0.09
M,2026Q1,0.18
M,2025Q3,0.25
M,2025Q2,0.3
M,2025Q1,0.26
M-CHAI,2026Q1,0.14
M-CHAI,2025Q3,0.63
M-CHAI,2025Q2,0.27
M-CHAI,2025Q1,0.12
MADAME,2026Q1,0.026
MADAME,2025Q3,-0.025
MADAME,2025Q2,0.025
MADAME,2025Q1,0.282
MAGURO,2026Q1,0.27
MAGURO,2025Q3,0.3
MAGURO,2025Q2,0.25
MAGURO,2025Q1,0.26
MAJOR,2026Q1,0.1
MAJOR,2025Q3,0.17
MAJOR,2025Q2,0.16
MAJOR,2025Q1,0.04
MALEE,2026Q1,0.04
MALEE,2025Q3,0.04
MALEE,2025Q2,0.15
MALEE,2025Q1,0.13
MANRIN,2026Q1,0.49
MANRIN,2025Q3,0.44
MANRIN,2025Q2,0.14
MANRIN,2025Q1,0.52
MASTEC,2026Q1,0.06
MASTEC,2025Q2,-0.007721
MASTEC,2025Q1,0.03
MASTER,2026Q1,0.2
MASTER,2025Q3,0.14
MASTER,2025Q2,0.17
MASTER,2025Q1,0.18
MATCH,2026Q1,-0.0083
MATCH,2025Q3,-0.0199
MATCH,2025Q2,-0.0252
MATCH,2025Q1,-0.0168
MATI,2026Q1,-0.062763
MATI,2025Q3,-0.09
MATI,2025Q2,-0.09
MATI,2025Q1,-0.175404
MBAX,2026Q1,0.08
MBAX,2025Q3,0.06
MBAX,2025Q2,0.03
MBAX,2025Q1,0.04
MBK,2026Q1,0.73
MBK,2025Q3,0.61
MBK,2025Q2,0.75
MBK,2025Q1,0.63
MC,2026Q1,0.222609
MC,2025Q4,0.37
MC,2025Q3,0.15
MC,2025Q1,0.237986
MC,2024Q4,0.38
MCA,2026Q1,0.03
MCA,2025Q3,0.03
MCA,2025Q2,0.02
MCA,2025Q1,0.03
MCOT,2026Q1,-0.09
MCOT,2025Q3,-0.04
MCOT,2025Q2,-0.09
MCOT,2025Q1,-0.12
MCS,2026Q1,0.2
MCS,2025Q3,0.49
MCS,2025Q2,0.5
MCS,2025Q1,0.46
MDX,2026Q1,0.16
MDX,2025Q3,0.402
MDX,2025Q2,0.12
MDX,2025Q1,0.181
MEB,2026Q1,0.34
MEB,2025Q3,0.34
MEB,2025Q2,0.34
MEB,2025Q1,0.38
MEDEZE,2026Q1,0.03
MEDEZE,2025Q3,0.03
MEDEZE,2025Q2,0.05
MEDEZE,2025Q1,0.07
MEGA,2026Q1,0.69
MEGA,2025Q3,0.57
MEGA,2025Q2,0.45
MEGA,2025Q1,0.52
MENA,2026Q1,0.02
MENA,2025Q3,0.02
MENA,2025Q2,0.02
MENA,2025Q1,0.02
META,2025Q3,-0.005
META,2025Q2,-0.006
META,2025Q1,-0.006
METCO,2026Q1,11.22
METCO,2025Q4,16.32
METCO,2025Q2,11.36
METCO,2025Q1,9.9
METCO,2024Q4,15.48
MFC,2026Q1,0.6
MFC,2025Q3,0.68
MFC,2025Q2,0.69
MFC,2025Q1,0.49
MFEC,2026Q1,0.166167
MFEC,2025Q3,0.17
MFEC,2025Q2,0.08
MFEC,2025Q1,0.13649
MGC,2026Q1,0.291
MGC,2025Q3,0.227
MGC,2025Q2,0.049
MGC,2025Q1,0.049
MGI,2026Q1,0.08
MGI,2025Q3,0.21
MGI,2025Q2,0.01
MGI,2025Q1,0.42
MGT,2026Q1,0.08
MGT,2025Q3,0.05
MGT,2025Q2,0.06
MGT,2025Q1,0.07
MICRO,2025Q3,0.008
MICRO,2025Q1,0.007
MIDA,2026Q1,-0.004
MIDA,2025Q3,-0.123
MIDA,2025Q2,-0.034
MIDA,2025Q1,0.006
MII,2026Q1,0.170843
MII,2025Q3,0.282174
MII,2025Q2,0.16275
MII,2025Q1,0.164872
MILL,2025Q3,-0.02
MILL,2025Q2,-0.01
MILL,2025Q1,-0.042
MINT,2026Q1,0.0423
MINT,2025Q3,0.38
MINT,2025Q2,0.47
MINT,2025Q1,-0.0018
MIPF,2026Q1,0.192226
MIPF,2025Q3,-0.000916
MIPF,2025Q2,0.171305
MIPF,2025Q1,0.185889
MITSIB,2026Q1,0.009
MITSIB,2025Q3,0.018
MITSIB,2025Q2,0.012
MITSIB,2025Q1,0.006
MJD,2026Q1,-0.08
MJD,2025Q3,-0.43
MJD,2025Q2,-0.3
MJD,2025Q1,-0.12
MK,2026Q1,-0.11
MK,2025Q3,-0.1
MK,2025Q2,-0.03
MK,2025Q1,-0.09
ML,2026Q1,0.006
ML,2025Q3,-0.016
ML,2025Q2,-0.014
ML,2025Q1,0.003
MMM,2026Q1,0.09
MMM,2025Q3,0.109344
MNIT,2026Q1,0.03671
MNIT,2025Q3,0.033681
MNIT,2025Q2,0.0515
MNIT,2025Q1,0.035645
MODERN,2026Q1,-0.024
MODERN,2025Q3,0.023
MODERN,2025Q2,0.013
MODERN,2025Q1,0.009
MONO,2026Q1,-0.002
MONO,2025Q3,-0.0445
MONO,2025Q2,0.004
MONO,2025Q1,0.003
MOONG,2026Q1,0.06
MOONG,2025Q3,0.058
MOONG,2025Q2,0.024
MOONG,2025Q1,0.04
MORE,2026Q1,-0.001
MORE,2025Q3,0.002
MORE,2025Q2,-4.9e-05
MORE,2025Q1,-0.001
MOSHI,2026Q1,0.58
MOSHI,2025Q3,0.42
MOSHI,2025Q2,0.41
MOSHI,2025Q1,0.47
MOTHER,2026Q1,0.04
MOTHER,2025Q3,0.01
MOTHER,2025Q2,0.01
MOTHER,2025Q1,0.04
MPJ,2026Q1,0.118
MPJ,2025Q3,0.16
MPJ,2025Q2,0.151
MPJ,2025Q1,0.148
MRDIYT,2026Q1,0.11
MRDIYT,2025Q1,0.090102
MSC,2026Q1,0.228564
MSC,2025Q3,0.05
MSC,2025Q2,0.05
MSC,2025Q1,0.32
MST,2026Q1,0.31
MST,2025Q3,0.11
MST,2025Q2,0.004
MST,2025Q1,0.23
MTC,2026Q1,0.86
MTC,2025Q3,0.81
MTC,2025Q2,0.78
MTC,2025Q1,0.74
MTI,2026Q1,0.47
MTI,2025Q3,0.53
MTI,2025Q2,0.66
MTI,2025Q1,0.33
MTW,2026Q1,-0.0114
MTW,2025Q3,-0.0166
MTW,2025Q2,-0.0051
MTW,2025Q1,0.0024
MUD,2026Q1,-0.115
MUD,2025Q3,-0.236
MUD,2025Q2,-0.06
MUD,2025Q1,-0.032
MVP,2025Q3,-0.19
MVP,2025Q2,-0.028
MVP,2025Q1,-0.12
NAM,2026Q1,0.0094
NAM,2025Q3,0.0316
NAM,2025Q2,0.0179
NAM,2025Q1,0.0571
NAT,2026Q1,0.007
NAT,2025Q3,0.01
NAT,2025Q2,-0.001
NAT,2025Q1,0.003
NATION,2026Q1,-0.002
NATION,2025Q3,-0.001279
NATION,2025Q2,-0.002558
NATION,2025Q1,-0.007
NC,2026Q1,0.01
NC,2025Q3,-0.02
NC,2025Q2,0.03
NC,2025Q1,0.0
NCAP,2026Q1,0.13
NCAP,2025Q3,0.11
NCAP,2025Q2,0.11
NCAP,2025Q1,0.1
NCH,2026Q1,-0.023
NCH,2025Q3,-0.0177
NCH,2025Q2,-0.021
NCH,2025Q1,-0.022
NCL,2026Q1,-0.022
NCL,2025Q3,0.001
NCL,2025Q2,0.004
NCL,2025Q1,-0.045
NCP,2026Q1,0.023
NCP,2025Q3,0.026
NCP,2025Q2,0.029
NCP,2025Q1,0.032
NDR,2026Q1,0.02605
NDR,2025Q3,0.0115
NDR,2025Q2,0.0014
NDR,2025Q1,0.009625
NEO,2026Q1,0.32
NEO,2025Q3,0.2
NEO,2025Q2,0.27
NEO,2025Q1,0.85
NEP,2026Q1,0.001
NEP,2025Q3,0.004
NEP,2025Q2,-0.001
NEP,2025Q1,0.002
NER,2025Q3,0.1767
NER,2025Q2,0.2998
NER,2025Q1,0.3295
NETBAY,2026Q1,0.17
NETBAY,2025Q3,0.32
NETBAY,2025Q2,0.38
NETBAY,2025Q1,0.35
NEW,2026Q1,0.72
NEW,2025Q3,1.88
NEW,2025Q2,1.04
NEW,2025Q1,0.55
NEX,2026Q1,-0.01
NEX,2025Q3,-0.01
NEX,2025Q2,0.05
NEX,2025Q1,-0.05
NFC,2026Q1,0.0266
NFC,2025Q3,0.0208
NFC,2025Q2,0.0199
NFC,2025Q1,0.0121
NKI,2026Q1,0.316389
NKI,2025Q3,0.78
NKI,2025Q2,-1.87
NKI,2025Q1,-9.152325
NKT,2026Q1,0.01
NKT,2025Q3,0.12
NKT,2025Q2,0.08
NKT,2025Q1,0.1
NL,2026Q1,-0.01
